type,title,director,cast,country,rating,listed_in,release_year,day,month,year,kcluster
tv show,arrow,james bamford,"stephen amell, katie cassidy, david ramsey, willa holland, paul blackthorne, emily bett rickards, john barrowman, colton haynes, susanna thompson, anna hopkins, juliana harkavy, adrian holmes, kathleen gati, echo kellum, rick gonzalez, dominic bogart, manu bennett",united states,tv-14,"crime tv shows, tv action & adventure",2019,5,2,2020,2
tv show,the pharmacist,"julia willoughby nason, jenner furst",the pharmacist,united states,tv-ma,"crime tv shows, docuseries",2020,5,2,2020,2
movie,uppity: the willy t. ribbs story,"nate adams, adam carolla",willy t. ribbs,united states,tv-ma,"documentaries, sports movies",2020,5,2,2020,2
movie,dragonheart: vengeance,ivan silvestrini,"joseph millson, jack kane, helena bonham carter, arturo muselli, carolina carlsson, tam williams, richard ashton, ross o'hennessy, cameron jack, fabienne piolini-castle",united states,pg-13,"action & adventure, sci-fi & fantasy",2020,4,2,2020,2
movie,"faith, hope & love",robert krantz,"robert krantz, peta murgatroyd, corbin bernsen, michael richards, nancy stafford",united states,pg,"comedies, faith & spirituality, romantic movies",2019,4,2,2020,2
movie,tom papa: you're doing great!,gregory jacobs,tom papa,united states,tv-14,stand-up comedy,2020,4,2,2020,2
tv show,team kaylie,tracy bitterolf,"bryana salaz, alison fernandez, symera jackson, elie samouhi, kai calhoun, eliza pryor, rosa blasi, nicole sullivan, david gridley",united states,tv-pg,"kids' tv, tv comedies",2020,3,2,2020,2
movie,thambi,jeethu joseph,"jyothika, sathyaraj, karthi, showkar janaki, nikhila vimal, havarasu, anson paul",india,tv-14,"international movies, thrillers",2019,3,2,2020,2
movie,the silent war,alfonso cortés-cavanillas,"asier etxeandia, marian álvarez, hugo silva, aitor luna, imanol arias, olimpia melinte, ruth díaz, jorge basanta, stephanie gil, roberto bonacini",spain,tv-ma,"dramas, international movies, thrillers",2020,3,2,2020,2
movie,chronically metropolitan,xavier manrique,"shiloh fernandez, ashley benson, josh peck, addison timlin, chris noth, mary-louise parker",united states,tv-ma,"comedies, dramas, independent movies",2016,1,2,2020,2
movie,hum aapke hain koun,sooraj r. barjatya,"madhuri dixit, salman khan, mohnish bahl, renuka shahane, anupam kher, reema lagoo, alok nath, bindu",india,tv-14,"classic movies, dramas, international movies",1994,1,2,2020,1
tv show,itaewon class,kim seong-yoon,"park seo-joon, kim da-mi, yu jae-myeong, kwon na-ra, kim dong-hee, ahn bo-hyun, kim hye-eun, ryu gyeong-su, lee joo-young, chris lyon",south korea,tv-ma,"international tv shows, korean tv shows, tv dramas",2020,1,2,2020,2
movie,justice,richard gabai,"nathan parsons, jamie-lynn sigler, ellen hollman, john lewis, niko foster, quinton aaron, jackson rathbone, robert carradine, lesley-anne down, stephen lang",united states,r,movies,2017,1,2,2020,2
movie,love jacked,alfons adetuyi,"amber stevens west, shamier anderson, keith david, mike epps, lyriq bent, marla gibbs, angela gibbs, demetrius grosse, nicole lyn","canada, south africa",pg-13,"comedies, international movies, romantic movies",2018,1,2,2020,2
tv show,miraculous: tales of ladybug & cat noir,thomas astruc,"cristina vee, bryce papenbrook, keith silverstein, mela lee, max mittelman, carrie keranen, stephanie sheh, andré gordon, matthew mercer, christopher corey smith, philece sampler, selah victor, marieve herington, ben diskin, kira buckland, erin fitzgerald, grant george, ethan murray, david roach, todd haberkorn","france, south korea, japan, united states",tv-y7,"kids' tv, tv action & adventure",2019,1,2,2020,2
movie,misfit 2,erwin van den eshof,"djamila, niek roozen, bente fokkens, jolijn henneman, fenna ramos, jill schirnhofer, donny roelvink, défano holwijn",netherlands,tv-g,"children & family movies, comedies, international movies",2019,1,2,2020,2
movie,the car: road to revenge,g.j. echternkamp,"grant bowler, kathleen munroe, martin hancock, micah balfour, burt grinstead, nina bergman, jamie bamber, ronny cox",united states,tv-ma,"action & adventure, horror movies, sci-fi & fantasy",2019,1,2,2020,2
movie,together for eternity,sooraj r. barjatya,"salman khan, karisma kapoor, saif ali khan, tabu, sonali bendre, mohnish bahl, reema lagoo, mahesh thakur, neelam, alok nath",india,tv-g,"dramas, international movies, music & musicals",1999,1,2,2020,1
movie,37 seconds,hikari,"mei kayama, misuzu kanno, shunsuke daitoh, makiko watanabe, yoshihiko kumashino, minori hagiwara, shohei uno, yuka itaya, kiyohiko shibukawa, eita okuno, haruka imou, toshinori omi",japan,tv-ma,"dramas, international movies",2020,31,1,2020,4
tv show,diablero,pablo tébar and josé manuel cravioto,"christopher von uckermann, horacio garcía rojas, gisselle kuri, fátima molina, dolores heredia, humberto busto, quetzalli cortés, alexa martin, flavio medina, dulce neri, mariana botas",mexico,tv-ma,"international tv shows, spanish-language tv shows, tv action & adventure",2020,31,1,2020,4
movie,gang of the caribbean,jean-claude flamand-barny,"djédjé apali, eriq ebouaney, adama niane, vincent vermignon, djibril pavadé, zita hanrot, karim belkhadra, lise lomi, zoé charron, jocelyne béroard, julien courbey, lucien jean-baptiste, romane bohringer, mathieu kassovitz",france,tv-ma,"dramas, international movies",2016,31,1,2020,4
movie,hakkunde,oluseyi asurf,"frank donga, rahama sadau, ali nuhu, toyin aimakhu, tunbosun aiyedehin, maryam booth, ahaji issa bello, adebukola, bukky ajayi, ibrahim daddy, seyilaw, tomiwa kukoyi",nigeria,tv-14,"comedies, dramas, independent movies",2017,31,1,2020,4
tv show,luna nera,"francesca manieri
laura paolucci
tiziana triana","antonia fotaras, giorgio belli, manuela mandracchia, roberto de francesco, federica fracassi, lucrezia guidone, adalgisa manfrida, giada gagliardi, giandomenico cupaiuolo, gloria carovana, filippo scotti",italy,tv-ma,"international tv shows, romantic tv shows, tv dramas",2020,31,1,2020,4
movie,miss americana,lana wilson,taylor swift,united states,tv-ma,"documentaries, music & musicals",2020,31,1,2020,4
tv show,unauthorized living,aitor gabilondo,"josé coronado, álex gonzález, claudia traisac, luís zahera, pilar castro, àlex monner, giulia charm, unax ugalde, ricardo gómez, ledicia sola, leonor watling, patrick criado, xabier deive, camila bossa, maría guinea, édgar vittorino, javier abad, daniel currás, mercedes castro, paula morado, paula pier, carmela martins, denis gómez, miguel borines, ana villagrasa, xavier estévez, carlos hipólito",spain,tv-ma,"crime tv shows, international tv shows, spanish-language tv shows",2020,31,1,2020,4
movie,kevin hart: i'm a grown little man,shannon hartman,kevin hart,united states,tv-ma,stand-up comedy,2009,30,1,2020,4
movie,close enemies,david oelhoffen,"matthias schoenaerts, reda kateb, adel bencherif, sofiane zermani, sabrina ouazani, gwendolyn gourvenec, nicolas giraud, yann goven, astrid whettnall, ahmed benaissa, marc barbé","france, belgium",tv-ma,"dramas, international movies",2018,29,1,2020,4
tv show,night on earth,jim jarmusch,samira wiley,united kingdom,tv-pg,"docuseries, science & nature tv",2020,29,1,2020,4
movie,shimla mirchi,ramesh sippy,"rajkummar rao, tarun wadhwa, rakul preet singh, kiran juneja, hema malini, kamlesh gill, shakti kapoor, kanwaljeet singh",india,tv-14,"comedies, international movies, romantic movies",2020,27,1,2020,4
movie,sillu karuppatti,halitha shameem,"nivedhithaa sathish, leela samson, samuthirakani, sunaina, manikandan",india,tv-14,"comedies, dramas, independent movies",2019,26,1,2020,4
movie,vir das: for india,"vir das, ajay bhuyan",vir das,india,tv-ma,stand-up comedy,2020,26,1,2020,4
movie,menashe,"josh z. weinstein, joshua z. weinstein","menashe lustig, ruben niborski, yoel weisshaus, meyer schwartz, yoel falkowitz, ariel vaysman",united states,pg,"dramas, independent movies",2017,25,1,2020,4
movie,a sun,chung mong-hong,"wu chien-ho, chen yi-wen, samantha ko, liu kuan-ting, greg hsu, wu tai-ling, wen chen-ling, yin shin",taiwan,tv-ma,"dramas, independent movies, international movies",2019,24,1,2020,4
movie,die ontwaking,johnny breedt,"gys de villiers, juanita de villiers, gérard rudolf, paul eilers, pete spyropoulos, jaco muller, armand aucamp, christine tesco",south africa,tv-ma,"international movies, thrillers",2015,24,1,2020,4
tv show,sons of the caliphate,dimbo atiya,"yakubu mohammed, paul sambo, mofe duncan, nita byack george, yvonne hays, mickey odey, rahama sadau, sani muazu",nigeria,tv-14,"international tv shows, tv dramas",2017,24,1,2020,4
tv show,the ranch,"don reo
jim patterson","ashton kutcher, sam elliott, debra winger, elisha cuthbert, kelli goss, wilmer valderrama, danny masterson",united states,tv-ma,"tv comedies, tv dramas",2020,24,1,2020,4
movie,airplane mode,césar rodrigues,"larissa manoela, andré luiz frambach, erasmo carlos, mariana amâncio, amanda orestes, eike duarte, nayobe nzainab, katiuscia canoro, phellyx moura, dani ornellas, michel bercovitch, sílvia lourenço",united states,tv-pg,"comedies, international movies, romantic movies",2020,23,1,2020,4
movie,alex fernández: the best comedian in the world,alex díaz,alex fernández,mexico,tv-ma,stand-up comedy,2020,23,1,2020,4
tv show,the ghost bride,quek shio-chuan,"huang peijia, wu kang-jen, ludi lin, janet hsieh, kuang tian, susan leong, jordan voon, angeline tan, jojo goh, teresa daley","taiwan, malaysia",tv-14,"international tv shows, tv dramas, tv mysteries",2020,23,1,2020,4
movie,whisky,"pablo stoll, juan pablo rebella","andrés pazos, mirella pascual, jorge bolani, josé pedro bujaruz, verónica perrotta","uruguay, argentina, germany, spain",tv-ma,"comedies, dramas, international movies",2004,22,1,2020,4
movie,fortune feimster: sweet & salty,krysia plonka,fortune feimster,united states,tv-ma,stand-up comedy,2020,21,1,2020,4
movie,kd (a) karuppudurai,madhumita,"mu ramaswamy, naga vishal, yog japee, ganesan kaliamoorthy, guna babu",india,tv-14,"comedies, dramas, independent movies",2019,21,1,2020,4
movie,motichoor chaknachoor,debamitra biswal,"nawazuddin siddiqui, athiya shetty, sanjeev vats, vibha chhibber, vivek mishra, navni parihar, karuna pandey, abhishek rawat",india,tv-14,"comedies, dramas, international movies",2019,20,1,2020,3
movie,what did jack do?,david lynch,david lynch,united states,tv-14,"dramas, independent movies",2020,20,1,2020,3
movie,the bling ring,sofia coppola,"emma watson, leslie mann, carlos miranda, israel broussard, taissa farmiga, katie chang, georgia rock, claire julien","united states, united kingdom, france, germany, japan",r,"dramas, independent movies",2013,18,1,2020,3
movie,a fall from grace,tyler perry,"crystal fox, phylicia rashad, cicely tyson, bresha webb, mehcad brooks, adrian pasdar, tyler perry",united states,tv-ma,"dramas, thrillers",2020,17,1,2020,3
tv show,hip-hop evolution,"darby wheeler, rodrigo bascunan",shad kabango,canada,tv-ma,"docuseries, international tv shows",2020,17,1,2020,3
movie,deadcon,caryn waechter,"lauren elizabeth, claudia sulewski, keith machekanyanga, mimi gianopulos, lukas gage, carl gilliard, caeli, mark dohner, jessie paege, richard kohnke, dominic burgess, judah mackey",united states,tv-14,horror movies,2019,16,1,2020,3
tv show,handsome siblings,eric tsang,"hu yitian, chen zheyuan, liang jie, vicky liang, tay ping hui, nikita mao, gallen lo, song wenzuo, jin song, jason zheng",china,tv-14,"international tv shows, tv dramas, tv sci-fi & fantasy",2020,16,1,2020,3
movie,hop,tim hill,"james marsden, russell brand, kaley cuoco, hank azaria, gary cole, elizabeth perkins, hugh laurie, tiffany espensen, david hasselhoff, chelsea handler","united states, france, japan",pg,"children & family movies, comedies",2011,16,1,2020,3
movie,jezebel,numa perrier,"tiffany tenille, numa perrier, stephen barrington, bobby field, rockwelle dortch, zoe tyson, dennis jaffee, jessa zarubica, riria, charlie taylor, amy aitken, brett gelman",united states,tv-ma,"dramas, independent movies",2019,16,1,2020,3
movie,legend,brian helgeland,"tom hardy, emily browning, david thewlis, duffy, christopher eccleston, chazz palminteri, paul bettany, taron egerton, colin morgan, tara fitzgerald","united kingdom, france, united states",r,"dramas, international movies, thrillers",2015,16,1,2020,3
movie,ninokuni,yoshiyuki momose,"kento yamazaki, mackenyu, mei nagano, mamoru miyano, maaya sakamoto, yuki kaji, kenjiro tsuda, koichi yamadera, masatoh ibu, tsuyoshi muro",japan,tv-14,"action & adventure, anime features, children & family movies",2019,16,1,2020,3
movie,steve jobs,danny boyle,"michael fassbender, kate winslet, seth rogen, jeff daniels, michael stuhlbarg, katherine waterston, perla haney-jardine, sarah snook, john ortiz, adam shapiro","united kingdom, united states",r,dramas,2015,16,1,2020,3
movie,bulbul can sing,rima das,"arnali das, manoranjan das, banita thakuriya, manabendra das, deepjyoti kalita, pakija begum",india,tv-14,"dramas, independent movies, international movies",2018,15,1,2020,3
movie,eye for an eye,paco plaza,"luis tosar, xan cejudo, ismael martínez, enric auquer, maría vázquez, daniel currás, rebeca montero, luisa mayol, jessica serna, tamara canosa","spain, france, united states",tv-ma,"dramas, international movies, thrillers",2019,15,1,2020,3
movie,mindgamers,andrew goth,"tom payne, melia kreiling, antonia campbell-hughes, sam neill, turlough convery, oliver stark, dominique tipper, ryan doyle, simon paisley-day, pedja bjelac",austria,r,"international movies, sci-fi & fantasy, thrillers",2017,15,1,2020,3
movie,the brave,william kaufman,"armand assante, louis mandylor, yuriy kutsenko, ravshana kurkova, igor jijikine, ivan makarevich, bessart kallaku, ervin bejleri",united states,tv-ma,"action & adventure, independent movies",2019,15,1,2020,3
movie,leslie jones: time machine,"david benioff, d.b. weiss",leslie jones,united states,tv-ma,stand-up comedy,2020,14,1,2020,3
tv show,the ollie & moon show,diane kredensor,"mattea conforti, kobi frumer",france,tv-y,kids' tv,2018,14,1,2020,3
movie,women of mafia 2,patryk vega,"angie cepeda, agnieszka dygant, aleksandra grabowska, aleksandra poplawska, katarzyna warnke, piotr adamczyk, enrique arce, amin bensalem, wojciech bocianowski, janusz chabior",poland,tv-ma,"action & adventure, dramas, international movies",2019,14,1,2020,3
movie,betty white: first lady of television,steve boettcher,"betty white, valerie bertinelli, georgia engel, tina fey, valerie harper, jennifer love hewitt, carl reiner, ryan reynolds, alex trebek",united states,tv-14,documentaries,2018,12,1,2020,3
movie,made in china,mikhil musale,"rajkummar rao, boman irani, mouni roy, sumeet vyas, paresh rawal, gajraj rao, manoj joshi, sanjay goradia, amyra dastur, chittaranjan tripathi, abhishek banerjee",india,tv-ma,"comedies, dramas, international movies",2019,12,1,2020,3
tv show,aj and the queen,"rupaul charles
michael patrick king","rupaul charles, izzy g., michael-leon wooley, josh segarra, katerina tannenbaum, tia carrere",united states,tv-14,"tv comedies, tv dramas",2020,10,1,2020,3
tv show,jamtara - sabka number ayega,soumendra padhi,"amit sial, dibyendu bhattacharya, aksha pardhasany, sparsh shrivastava, monika panwar, anshumaan pushkar",india,tv-ma,"crime tv shows, international tv shows, tv dramas",2020,10,1,2020,3
tv show,medical police,"rob corddry
krister johnson
jonathan stern
david wain","erinn hayes, rob huebel, malin akerman, rob corddry, lake bell, sarayu blue, ken marino, fred melamed, tom wright, jason schwartzman, eric nenninger, megan le, beth dover, zandy hartig, brian huskey, michael cera",united states,tv-ma,"crime tv shows, tv action & adventure, tv comedies",2020,10,1,2020,3
